Content,Date,User
Tiene todo nuestro apoyo señor presidente #YoColaboreConAMLO #YoContribuiConAMLO #YoleCreoaAMLO #EsUnHonorEstarConObrador #RedAMLOvers,23 ago.,@laloscruz34
"No compa, México pasará a ser ejemplo mundial cuando te lleve a las mazmorras, por la suma de tus canalladas y tus crímenes por omisión o por comisión. El México racional y juicioso está harto de tus mentiras y está cansado de tus ""pinches transas"".",23 ago.,@dare_nadepa
"*Desde las ligas de Bejarano y los $9,000 millones que le dió Ebrard en el 92
A las dádivas de su cuñada en Veracruz, Monreal, Pio en Chiapas, el SME, el fideicomiso por el temblor, las dádivas de los Deschamps a los López Beltrán

Tantas anomalías

Queremos justicia..

RENUNCIE",23 ago.,@SergioRenovado
"Queremos ver al acondroplástico, dipsómano, heteroflexible, genocida e hipogonádico de Caldedrunk en la cárcel",23 ago.,@Tupeorp39518112
"CORRUPTO, FRAUDULENTO, CRIMINAL",23 ago.,@RTizador
"¿Y de Pío, Bartlett, Sandoval y todos los pillos de la cuatroté también? Doble discurso, doble moral.",23 ago.,@GRIN_RR
"¿Eh? No se le informaron, pero García Luna está en EEUU. 🤣🤣

O está rodeado de imbéciles que no le informan o usted no entiende. De cualquier manera usted es un mal chiste, parásito y vividor. Como cualquier político mexicano.",23 ago.,@OsNoCa
"Sin duda, total apoyo para que terminemos con la plaga de la corrupción, las escaleras se barren de arriba para abajo, en hora buena y bienvenido el compromiso con la honestidad y la transformación de a vida pública de México",23 ago.,@liderfiscal
"Que sigan ladrando que para eso tienen hocico, les duele que más de 30 millones lo apoyemos. La oposición no crece, sólo les venden humo a los mismos pendejos que votaron por anaya o meade. Cómplices del fracaso neoliberal.",23 ago.,@ElchamoAmlove
"Hay que ir a fondo con tu caso! Eres un gran mentiroso, corrupto, farsante, ratero!!!",23 ago.,@aniloenzo66
"Y de su hermano, de sus hijos, Yeidckol, y toda su 4t que son igual o peor que García Luna y Lozoya deje de cometer delitos y renuncié y cargué con toda la mierda que lo apoya México no merece un gobierno tan miserable como el que encabeza",23 ago.,@josdanlf
"No sé por qué me he acordado de una canción que dice algo así como:

🎵 “y el pollito Pío, el pollito Pío” 🎶 

Estoy seguro que usted la conoce perfectamente.

- Palabra del Rey",23 ago.,@Rey_Fifi
"Esto no hubiera sido posible con otro presidente, con otro partido.

#YoleCreoaAMLO",23 ago.,@MxFaby
"Y en el de:
Pío, Bartlett, Eréndira, Ackermam, Guevara, Zoe
Pipas, Respiradores, tapabocas, licitaciones directas etc. etc.
 Si no es así, solo seremos otro ejemplo más de incapaces Gobiernos Populistas.",23 ago.,@cuattro1968
"A ver Animal!!! Es la economía, el desempleo, y el sistema de salud, junto con la industria, la construcción, el turismo, la falta de inversión, que están colapsando el país completo por lo menos para los que trabajamos... y tu estás más interesado en venganzas personales.",23 ago.,@RodPerezOficial
"Le admiro y respeto es usted el mejor Presidente que ha dado este país y me siento muy orgullosa de tenerlo como nuestro líder!!
Lo AMLO❤️
#EsUnHonorEstarConObrador",23 ago.,@Didi56786179
También será ejemplo mundial de justicia cuando metan a la cárcel al hermano del presidente. 👀😌👏🏻👏🏻,23 ago.,@deniseramosm
Nuestro apoyo total a qué se haga justicia,23 ago.,@EdberdMolina
"Mi amado presidente justicia para el pueblo de méxico que fue saqueado y oprimido por tantos años.justicia para que eso no vuelva a pasar.que los que se creian amos y señores no regresen a hacernos daño nunca más..
Confiamos en usted plenamente y sabemos que nunca nos va a fallar",23 ago.,@AracelyRosas15
"¿Y dónde deja a Pío, viejo ladino?",23 ago.,@jkrlos9
PIO PÍO....,23 ago.,@NancyRomeroB1
"@lopezobrador_ #LopezMexicoTeRepudia 
Reprobamos tu acción intimidatoria contra Ciudadanos de Torreón.
#LOPEZGenocida mandó irrumpir con la Guardia nacional a las 4am en las casas aledañas al centro de convenciones de Torreón.
#SomosMexico",23 ago.,@KarlaPuenteD
"Señor Presidente @lopezobrador_ una vez que con el golpeteo mediático de la derecha a través de su esbirrio @CarlosLoret y se han fijado las reglas de 0 tolerancia, sin parentesco, ni amiguismo, mucho menos debe haber cortesías políticas..

Exigo.. #JusticiaASecasparaBOROLAS",23 ago.,@AirSuplyy
"Por supuesto, #JuicioAExPresidentes, ya nompida consulta, usted tiene la autoridad del pueblo.",23 ago.,@mima650217
"Y de Pío ni pío dice.

Cínico sinvergüenza y corrupto.",23 ago.,@MariettoPonce
"Gracias, Gracias, Gracias
Lo admiró y respeto me siento orgullosa de ser mexicana y que usted sea nuestra máxima autoridad y Gran representante.",23 ago.,@Silvia75108520
¿Y el caso de Pío López Obrador?,23 ago.,@JefazoD
"obrador: ¿No te dan tantita vergüénza, tus falsedades, hipocresías, incultura, resentimiento, incultrura, soberbia, impericia, engaños, mitomanía, sed de vengánza, cinísmo; y lo que es peor, tu comprobado desprecio por el pueblo, por tus aspiraciones imperiales?
Lamentable...",23 ago.,@marcopeabody
......... Y porque evade usted su RESPONSABILIDAD en los temas que obviamente involucran a ENRIQUE PEÑA NIETO?????????? ESO HUELE MUY MAL!!!,23 ago.,@calbert57
#AMLONoEstaSolo #AMLOLujoDePresidente premio Nobel de la honestidad. 🙏🏽 (bueno no creo q exista pero yo si se lo daría). 🏆,23 ago.,@SuheyDc
"Incluya también en la lista a Pío, a Bartlett, a Guevara y a los demás corruptos de su régimen

Si va a barrer la corrupción, hay que barrer a todos

Farsante",23 ago.,@hachavarrias8
"Claro que México ha sido un ejemplo en el mundo:

. La piñata
. Tequila
. Fiesta
. Mezcal
. Mariachi
. Taco

¿O a qué se refiere señor @lopezobrador_ ?",23 ago.,@jaimito83isra
"“Solo en el caso Lozoya, en el de Pío no por que ahí no hay nada que perseguir.  Al ser hermano mío la interpretación de las leyes es diferente, ya que en morena todo es amor y buena voluntad, cero corrupción y así...”

-M. A. L. O.-
#LopezCorruptoMafioso",23 ago.,@ElJuntapalabras
"#YoleCreoaAMLO
#AMLOLujoDePresidente
#AMLONoEstaSolo 
En casi un siglo no conocimos de Justicia hasta que llegó Usted Señor PRESIDENTE 👏👏👏👏👏👏👏👏👏👏👏",23 ago.,@CLAUWATITO_JA
"Todo nuestro apoyo Sr. presidente Andrés,  así cómo a los secretarios de estado y organismo autónomos que cumplen cabalmente con su trabajo
No robar
No mentir
Cero corrupción
No impunidad
El mundo nos observa!
#EsUnHonorEstarConObrador",23 ago.,@Luis90Rodrigu
"¡Vamos AMLO!
Al tambo Pío, Bartlett, El matrimonio  Ackerman, Zoe Robledo, Nahle y compadre, Gatell, etc
Al tambo Los que están haciendo negocio en este sexenio facturando  5 veces más a su valor real, no los sueltes",23 ago.,@donosolara27
"Hasta las ultimas consecuencias Sr. Presidente con el caso #Lozoya y #GarciaLuna !!!

Queremos ver en la cárcel a @FelipeCalderon, @EPNComandante, @VicenteFoxQue, Salinas de Gortari y a todos sus secuaces !!
#YoleCreoaAMLO
#MexicoConfiaEnAMLO",23 ago.,@LaPoblanita4T
"¡Hay que ser MUY CÍNICO para hablar así!
Solo demuestra que.. No son iguales..¡SON, POR MUCHO, PEORES!
Sr., por desgracia, ya es presidente, REALICE su trabajo y deje la campaña de lado. Por más que continúe Ud. en campaña, NUNCA VOLVERÁ MORENA al tsunami que Ud. Provocó en 2018.",23 ago.,@NormaReyesC
"Pues somos ejemplo de lo q no hay q hacer con 60 mil muertos por CoVid. Triste récord para México. Deje su vanidad a un lado, nos está llevando la trampa.",23 ago.,@LChayron
"Total apoyo para usted y todo su equipo señor Presidente. Sin  miramientos, sin contemplaciones... Nadie por encima de la ley.

⚡¡Apoyamos más de 30 millones de mexicanos! ⚡",23 ago.,@molotovmx
"Y que nos dices de Pío?

Otra 🐀 igual a Bartlett, Zoe, Guevara, Napo, Irma (Ackerman), Nahle, Espriú, David León, Cuitla, Cuauh, Bejarano, Yeidckol, Padierna, Batres, Luisa Alcalde, la riqueza inexplicable de tus hijos...uff
La lista es muy larga de 🐀🐀🐀 🐀🐀🐀🐀

Quien POMPÓ?",23 ago.,@araj_zaid
"Más huecas no pueden ser sus palabras señor. Sin lugar a dudas, es usted un CORRUPTO, pero ademas es cínico.

Es claro que no tiene forma de distraer de la desgracias de la pandemia, de la mafia de su financiamiento, del desastre económico, de su alianza con el narco.",23 ago.,@jesusgro_9
Métalos a todos a la cárcel.,23 ago.,@Guasonhappy
"Baia baia, el señor desde hace semanas ya estaba ventilando datos de la declaración de Lozoya y la leyó hace apenas unos días, algo no cuadra.

Le anda fallando el libreto a Epi Ibarra",23 ago.,@Mar_LFlores
También contigo. Seremos el ejemplo cuando estes en el botiquín ✍️🧐,23 ago.,@DonPorfifirio
En Morena son bien buenos para organizar tandas millonarias 🤣,23 ago.,@MissChic5
Nuestro país podría ser ejemplo mundial si usted renunciara por los actos de corrupción de su hermano en favor de su partido.,23 ago.,@MariettoPonce
"El mejor distractor del país para tapar todo el fracaso del covid, los homicidios y los problemas más grandes que lleva tu administración. ¡Bravo! 
Espero de todo corazón que lo mismo sea para tu hermanito, David y todos los que están inmiscuidos con el video.",23 ago.,@richgdlmx
¿Y en el caso Pío qué?,23 ago.,@Dafneconefe
"Ya Lozoya es un cartucho quemado y a García Luna los demócratas los van a exonerar. 

La gente nada más habla de tu hermano y sus bolsas de papel.

Eres un cadáver político, me extraña que con tu astucia aún no lo sepas.",23 ago.,@JackGuercio
"Es usted la persona que más vale la pena apoyar que he conocido, Sr. Presidente. Vamos con usted hasta que se complete esta verdadera transformación, y sobre todo esta limpia de ratas corruptas abusadoras con trampa tras trampa y simulación tras simulación. CUESTE LO QUE CUESTE.",23 ago.,@jaretos
"El pueblo está con usted, Presidente.",23 ago.,@RanferiDe
"¡Que así sea! 
Es histórica la responsabilidad que tiene la @FGRMexico.",23 ago.,@CitlaHM
"Para ser ejemplo mundial RENUNCIE por violaciones a al ley electoral en el financiamiento de 18 años de campaña sin trabajo fijo y liberar delincuentes por quien sabe que facultad divina que cree tener...ARRE! A SU RANCHO EN CHIAPAS A ""LA CHINGADA""  aunque la cárcel le va mejor",23 ago.,@smaciasr
Ejemplo mundial donde en lugar de hacer valer la justicia quiere hacer una consulta popular. No mame.,23 ago.,@AleLadyBird
Estamos con usted querido Presidente. Somos muchos los he tenemos sed de justicia después de tantos años de impunidad,23 ago.,@LaLizLizLiz
"En la lista también incluya a #LordMontajes @CarlosLoret Presidente‼️ Más del 60% del pueblo 🇲🇽 estamos con usted‼️ El día que veamos por lo menos a #Borolas y su círculo cercano en prisión, vamos a hacer Fiesta Nacional‼️ #OposicionMoralmenteDerrotada",23 ago.,@jess_jesafs80
"Esperamos por años un presidente como ud ...
#EsUnHonorEstarConObrador",23 ago.,@Katsuragui
"Me siento privilegiada de vivie en este momento de la historia.  

#AMLONoEstaSolo
#AMLOLujoDePresidente",23 ago.,@alexaesl
"¿De qué se ríe Presidente? 

¡Usted y su gobierno son una vergüenza!",23 ago.,@Anaro74
"Eres igual de corrupto que los demás, Andrés, se te cayó la máscara. Pero eres más ruín, le robaste a los pobres de Chiapas para salirte con la tuya. ¿Y qué les has traido? Más pobreza, muerte, desempleo y devastación. #ElPeorPresidenteDeLaHistoria",23 ago.,@TCiceronis
"Perdon pero sólo entro para expresarle todo mi respaldo y el de mi familia.

Estamos cin usted hasta el final.

No importate que tanto le ataquen y le creen fakenews.

Usted siempre esta en nuestros corazones.",22 ago.,@forozcolg
"Yo como parte del pueblo mexicano quiero que se vaya a fondo y hasta sus últimas consecuencias contra Puo López Obrador, Andrés López Beltrán y Carol Jessica Moreno... para ser transparentes y equitativos... le parece bien?... soy pueblo mexicano",22 ago.,@DiabloMayor14
"México podría ser ejemplo de muchas cosas buenas, pero con López Obrador solo ha sido ejemplo de lo que NO se debe hacer. La ineptitud, negligencia, irresponsabilidad y corrupción de su gobierno no tienen precedente.
Morena es lo peor que le ha pasado a nuestro país.",22 ago.,@aracelibs
"El único ejemplo que puedes poner es el de la corrupción.

Cometiste delito electoral.",22 ago.,@Quetzal0518
"Renuncia ya, miserable ratero, corrupto e ignorante anciano. Empieza por no proteger a los corruptos de tu familia y serviles amigos. Tan bruto, tan limitado. Iras a la cárcel.",22 ago.,@renebmex
Maxiproceso que llegue hasta Calderón y Peña Nieto.,22 ago.,@ChairoMexicano
"Cuenta con el apoyó de todo el Pueblo, menos de los corruptos opositores que por años vivieron quebrantando la Ley, con el consabido perjuicio a nuestro País.

Es un gran honor, tener los mismos ideales que usted, señor Presidente Andrés Manuel López Obrador.",22 ago.,@MigeGs58
"- ¿A cuánto asciende el dinero recibido de forma ilegal para su campaña? 
- ¿Pagará MORENA multa por financiación ilegal de su campaña?
-¿Cómo evasor de fiscal hará declaración al @SATMX y pagará lo que debe o para usted no aplica la ley?

-(El discurso anticorrupción ha caído)",22 ago.,@Funesta
"Ese dinero (hablo del de muchos casos juntos, no solo este) en sus manos haría milagros por México.

Mis mejores deseos, querido AMLO, estamos con usted.",22 ago.,@AragonEquity
"Mi querido presidente , mi cabecita de algodón, por favor queremos a Calderón en la cárcel .😌🙏 

#MexicoContraCalderon",22 ago.,@nayeli786
"Ya somos una vergüenza mundial en el manejo de la pandemia.
¿Quiere tambien internacionalizar su fracaso en el ataque de la corrupcion?
Un cínico, un mentiroso, una desgracia para México, eso es usted @lopezobrador_",22 ago.,@EstefaniaRuizDR
#AMLONoEstaSolo millones lo apoyamos y hay que meter a la cárcel a todos los corruptos que siguen negando calderonicamente sus robos.,22 ago.,@EmmaChoquita
"Señor Presidente, la justicia es universal y ciega a preferencias políticas. Usted la usa selectivamente para golpear a sus adversarios. ¿Quiere ser ejemplo mundial? Meta a la cárcel a su hermano, a Bartlett y a otros que han robado bajo su complacencia.",22 ago.,@lpazosp
¿También en el caso de Pío López Obrador se va a llegar a fondo o aquí no aplica?,22 ago.,@ChumelTorres
"Y también a tu hermano y a ti!
Corruptos",22 ago.,@GIshida20
"Nuestro país podría ser ejemplo mundial si se hace justicia y se va a fondo en los casos de Pío López, David León, Lozoya y García Luna. En este desafío, asumo mi responsabilidad y creo que hará lo mismo la Fiscalía General de la República, el Poder Judicial y el pueblo entero.",22 ago.,@EstefaniaRuizDR
"Buen día Mi corrupto mayor...

Tantos años de hocicon que ahora ya no sabes qué decir ni cómo limpiarte de toda la mierda que te rodea. Que tristeza tu engaño a millones y tu soberbia. 

#AmloDelincuenteConfeso 🇲🇽✍🏻",22 ago.,@Andyrocksmx
Tu risita de pendejo...como si hubiera algo en tu mediocre gobierno digno de hacer sonreir a alguien,22 ago.,@luis_gj
"Por favor, en Veracruz están acabando con los bosques de niebla, queremos llevar nuestro asunto a la mañanera. De favor ayúdenos! Nos están amenazando de muerte por defender la montaña!",22 ago.,@Marleona3
"Asume responsabilidad de las “aportaciones” que no declaraste, corrupto.",22 ago.,@johnwickmx
"Eres el estandarte del cambio, deseamos ver a los corruptos a la cárcel, a todos.

Los jóvenes están contigo, saludos!!",22 ago.,@YosoyPedrero
El mejor presidente del planeta viva amlo 👌💓🇲🇽,22 ago.,@Zurd033
@lopezobrador_ Aseguró que se acabaría la corrupción desde el primer día de su gobierno. Según datos de @anticorruption México se encuentra hoy en el lugar número 131 de 180 países evaluados con mayor percepción de corrupción. #EsUnHonorNoHaberVotadoPorObrador,22 ago.,@Republicano74
"@lopezobrador_ @BeatrizGMuller las aportaciones recibidas por los héroes revolucionarios fueron anteriores a la Constitución de 1917, al Cofipe y a la ley del INE.  En aquellos, la ley no se aplicaría de manera retroactiva. Hoy, Pío, LeónZoya, y AMLO son delincuentes electorales.",22 ago.,@mercedhernandez
"@lopezobrador_ @azucenau @CiroGomezL @CarlosLoret 
De los escenarios posibles, Don López elige el escenario de #AmloDelincuenteConfeso
Argumentando aportación, no corrupción.ya nos ha dado ejemplos de que cuando él lo hace es bueno, pero si lo hacen los demás es malo.
OBSCI CDMX",22 ago.,@RaulFlo22065596
"Oiga viejito, vengo de 2020, se le hizo ganar la presidencia y la impunidad reina más que nunca con usted, empezando por usted y su familia.
#LosLopezTambienRoban",22 ago.,@pgzombiehunter
"@lopezobrador_  ¿Nos puedes explicar la situación fiscal de las ""aportaciones"" recibidas por conducto de tu hermanito?
¿Si conoces la ley del INE en relación a las ""aportaciones""?
#LosLopezTambienRoban",22 ago.,@CanallaPerro
"@lopezobrador_
Salió a dar la cara por @piochiapas y tengo dudas.
-Sí como dice,él sabía desde hace 5 días del video,porqué no lo mencionó?,habla todo el tiempo de honestidad y no se le ocurrió anticiparse? 
-Porqué @DavidLeónRomero tomó video?➡️
-Porqué necesitaba
#PioPio",22 ago.,@LaChioFranco
"@lopezobrador_ Corrupto, Mentiroso, Manipulador, Cobarde, Tramposo, chillon, miserable, ilegal.

Me imagino que vienen más evidencias, así que cada vez más se va enredando.

#PioPillinCanallin
#PIOLOPEZOBRADOR",21 ago.,@jesusgro_9
"Ya informo que  #LosLopezTambienRoban en un 
#MaratonDeMoches",21 ago.,@DonMigueld
"@lopezobrador_ ya se paso de cinismo la 4T, el dinero que dio el PRI es corrupción,lo del video de su hermano es aportación, primero el pueblo de México ya no se cree su bla bla bla, ya estamos hartos de tanta excusa, lo de su hermano es igual de corrupto que el video que filtro",21 ago.,@gurudeportes30
"@lopezobrador_ ¿ como iba lo que decías? “El pueblo se cansa de....

#LopezCorrupto
@R_x_Mexico",21 ago.,@neo8742
Cuánto dinero tuvieron que soltar para que TV Azteca @televisa @imagentv no pasaran lo videos de su hermano en los noticieros nocturnos ???,21 ago.,@ISROAGM
"Viejo cobarde , corrupto y perverso. Hasta espuma echas por la boca. Cuando empiezas a gobernar?",21 ago.,@JossmanGlez
"Cínico desvergonzado,”primero los pobres”,si,los primeros en ser robados,no se empleó ese dinero público en infraestructura,en desarrollo,se empleó en tu campaña eterna. ¿Cuántas campañas hiciste? Toda una vida viviendo del trabajo de los demás,hoy sólo ineptitud es el resultado.",21 ago.,@Adrireins
Mi presi impecable imparable honestidad valiente millones te queremos y con eso basta! #EsUnHonorEstarConObrador 💗🌻🐯,21 ago.,@ivroye
"#AmloCorruptoMafioso no es la cantidad y la finalidad, es que recibiste dinero ilegal, no eres poquito corrupto, eres corrupto igual de todos los demás!!!!",21 ago.,@AlanaRendon
"@lopezobrador_ A tu hermano Pío lo mandaste a recibir dinero sucio para tus campañas,al otro lo mandaste al más allá.

¿Qué diría José Ramón de ustedes dos si aún viviera? 

A tí que te encanta usar la Biblia para atacar,¿no crees que la tierra aún clama por la sangre tu hermano?",21 ago.,@mercedhernandez
"Mira qué conveniente viejo corrupto!!! Entonces para todos los videos de oposición también son aportaciones de la gente, todos coludos o todos rabones!!! Mira nada más qué pinche cinismo!!!",21 ago.,@nanncano
"La verdad de siempre es que AMLO es un vil vendedor de esperanzas imposibles. Un embaucador de gente, misma que lo ha mantenido viviendo como rey, y a los que sólo les ha devuelto traición, mentira, idiotez y corazones rotos. Qué triste y pobre país que erige ídolos de barro",21 ago.,@GyrDaniel
"Seguramente que por cada acusación tuya sin pruebas, habrá una prueba en tu contra, mejor ponte a gobernar y trata de rescatar lo que te queda. Tu lugar en la historia ya lo tienes y definitivamente no es el que pensabas.",21 ago.,@avila0815
"CORRUPTO hijo de tu puta madre!!! Siempre abusando del pueblo bueno, es lo más bajo!!!! 🖕🏻🖕🏻🖕🏻
Fuera MORENA!!!!",21 ago.,@Patty_Lu07
"eres un maldito ratero, ahhh pero tu familia y tu son de los que roba poquito",21 ago.,@vfiesco
"Su lucha contra la corrupción es una mentira, usted es igual de Corrupto que los anteriores. No son ""aportaciones voluntarias"" por más q trate de desmentirlo. Le faltó presentar el vídeo en su misa 😬

#LopezNoDiraNiPio
#Valquirias
#Mirmidones
#LigaAntiKks",21 ago.,@SusanaV61
¿Que se siente proteger a un hermano corrupto y ser casi como Salinas? Porque Salinas es un hombre inteligente.,21 ago.,@eltigredealicia
"Si depositaran o hicieran transferencia en un banco no habrían necesidad de ir a un restaurante o a un domicilio a intercambiar paquetes y bolsitas de doctor Chapatín llenos de dinero.

Eso es fraude fiscal, también.
Por dónde le vean, lo que han hecho es delito y Corrupción.",21 ago.,@RTizador
"Llámenos mexicanos, se las vamos a cobrar en la urnas usted y Morena van a salir, no sirve para gobernar un país como México, no vamos a permitir más muertes y saqueos a nuestro dinero.

Usted ya no es nadie, nadie le cree, el más corrupto de todos

Los mexicanos si mandamos",21 ago.,@rr_analu
"#AmloFracasoPresidencial
#AmloCorrupto
#FueraMorena
18 años viviendo del sobornos,a cuantos empresarios sobornaste durante tu gestión en el DF?
Cuanto dinero te dieron gobernadores y empresarios  para tu campaña en cinco años?
Te pasaste por los 🥚s al INE,CORRUPTO!",21 ago.,@Mar5262
¿No que antes estábamos Pío.r?,21 ago.,@neoliberalover
"Como ya está demostrado que SÍ SON IGUALES, haz el favor, Andrés, de dejarte de payasadas y ponerte a darle resultados al país que es para lo que se te eligió. Y si no puedes, renuncia. Ya estuvo bueno.",21 ago.,@TCiceronis
Siempre dando la cara mi querido presidente . ♥️,21 ago.,@nayeli786
@lopezobrador_ dice que él también iría a declarar ante el ministerio público ¿Ya ven que no es lo mismo?,21 ago.,@_VicenteSerrano
"@lopezobrador_ si ese dinero no se declaró al @INEMexico como aportación a su campaña entonces peor aún porque estamos ante un delito electoral.
 Bajo ninguna circunstancia, los partidos políticos o candidatos podrán recibir aportaciones o donativos en dinero o en especie",21 ago.,@pmigoya
"A ver si entendí, si el dinero lo reciben ""los contrarios de AMLO"" son mordidas, si lo recibe él se llama contribución. Señor presidente, no tape lo obvio, corrupción es corrupcion. Y ustedes son corruptos y estando en el poder se quieren excusar.",21 ago.,@StronMast
"Por más que quieras culpar a otros, tu hermano y tú, son unos corruptos. El dinero que recibió tu hermano, es ilícito.

Tu gobierno es corrupto, igual que tú.",21 ago.,@MEPH64
Saco la carta de el PRI robo más 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,21 ago.,@rthur013
Algún comentario de los vídeos en donde claramente se ve a su estrella corrupta David entregando fajos de dinero sucio a tu hermano Pio ?  No q combate a la corrupción ?  Mentiroso,21 ago.,@MonomitoMex
Piolín Corruptín Canallín.,21 ago.,@GusVillegas
"Lopez estas moralmente derrotado...

Para hablar de combate a la corrupción primero se tiene que ser Honesto...

Pio Pio Pio ....

#LopezCorrupto
#LopezNoDiraNiPio",21 ago.,@metienne_64
"Aquí estamos esperando la explicación sobre el video de su hermano. 
¿Va a eludir el tema?",21 ago.,@Anaro74
"Bienvenido a Aguascalientes Sr Presidente.
Ojalá le jale las orejas a los corruptos de:
@MartinOrozcoAgs y @TereJimenezE.

Y aguas con esos farsantes vestidos de Morenistas:
@heder_guzman @Natcalzada @AldoRuizAgs4T y el par de porros @Nora_Ruvalcaba y su esposo. #Aguascalientes",21 ago.,@hmbrhrmg
"@lopezobrador_ dirá algo, o no dirá ni PÍO?

Ahora ya se sabe cómo vivió ""sin cuentas bancarias"" y con solo $200 pejitos en la cartera.

18 años en campaña,  y su hermano se encargaba de las recolectas millonarias.

López y MORENA son igual de #Corruptos que los que tanto critica",21 ago.,@CODIGO_NEGROMX
"@lopezobrador_ no dirá ni pío del video de Pío López Obrador. ¿Será mucho pedir que la @FGRMexico lo vuelva a Pío testigo protegido como Lozoya, para que confiese quién es el capo de capos de Morena? #AmloCorruptoMafioso",21 ago.,@Sam_Banderas
@lopezobrador_ ahora es cuando ! Demuestre que combate a la corrupcion y no a sus adversarios. Ahí está un corrupto llamado Pío López Obrador y un empleado del gobierno entregándose millones de pesos.,21 ago.,@jesusgro_9
"@lopezobrador_  en la mañanera todo feliz feliz dijo: 

""El pueblo se cansa de tanta pinchi tranza""

Mañana no dirá ni ""Pío"" 😂😂😂",21 ago.,@SandraM299
"@lopezobrador_ . Que nervios presidente, cuento con ansias las horas para ver en su mañanera el video de su hermano Pío López Obrador recibiendo sobornos $$ de David Leon que le sirvieron para que usted lo nombre Director de protección civil, cuantos miles de sobornos más hay?🤔",21 ago.,@miguelbpo
@lopezobrador_ eres una vergüenza para la investidura presidencial. ✍️🧐,21 ago.,@DonPorfifirio
"Se ye cayó esto @lopezobrador_ en el intermedio del circo de Lozoya, dale una checada...",20 ago.,@ReginadelC
"Oiga: como usted es mi empleado, le exijo que mande a quien quiera a donde pueda a conseguir MEDICAMENTOS oncológicos. Los niños se están muriendo.
Usted es un criminal y como tal va a ser juzgado.",20 ago.,@ElAmaDeCasa1
"@lopezobrador_ luchador social de siempre; congruente con su formación/ideología, empieza a poner orden en el caos q recibió.

A poco menos d dos años en la Presidencia, ñsale a la luz pública infinidad de actos d corrupcion.

No gusta a conservadores. justicia/solo justicia.
🌹",20 ago.,@yimboroyimboro
"@lopezobrador_ 
contra @nexosmexico línea negra tiró
tratando de debilitarla y censurarla
el #kks a la crítica quiere aplastarla
a los buenos periodistas calumnió
y a sus focas con honores las premió un título bastant patito les regaló 
#PayadoresMx
#LaHermandad",20 ago.,@KFLaProvidencia
Yo nada más vine a saludar y ya me voy. 🤐😬,20 ago.,@Mariana_Diaz_Lu
"180000 muertes COVID x negligencia d López

65000 muertes críminales x inacción d López

Miles d feminicidios x misoginia d López

Miles d muertes d niños y pobres sin medicinas x recortes de López

Millones d empleos perdidos y +pobres x estupideces d López

PRIORIDAD🎪LOZOYA",20 ago.,@OmarIva71061938
"@lopezobrador_  nos vende todo lo que Lozoya canta, sin pruebas

Pero protege a Bartlett, Guevara, Ackerman, Robledo, Sandovales (2), etc. Con toda la evidencia de sus corrupciones.

Eso no es combatir la corrupción. Eso es hacerla oficial.",20 ago.,@PortillogMayra
"Algún día se le investigará a la familia del kks su enriquecimiento ilícito

Tiempo al tiempo",20 ago.,@CandyHoneyLiz
"Usted es un viejito lleno de odio y venganza, no ve por el  bienestar de los mexicanos.

Pero gracias a su ineptitud, estoy segura de que lo corremos muy pronto y Morena sale del Congreso en el 2021",20 ago.,@rr_analu
"@lopezobrador_ con las personas que incriminó Lozoya en la cárcel, ahora si entregara los medicamentos para niños con Cáncer, crecerá Mexico al 6%, dejarán de morir mexicanos por la pandemia y la inseguridad? Déjese de circos y póngase a trabajar",20 ago.,@dantelepe
@lopezobrador_ la caída de tu popularidad no se detiene con chismes y videos. Trabaja por los mexicanos y deja de perder el tiempo. Miles se mueren y millones no tienen empleo,20 ago.,@LuisArm28147370
"No hay quimios, presidente. Los niños con cáncer siguen sin medicamentos.",20 ago.,@Vivianolala
@lopezobrador_ imprime mas dinero biejo tonto,19 ago.,@unafantaporfa
"@lopezobrador_ 
quiso sacar de nuevo el tema
volver importante el tema: corrupción 
y olvidar lo que importa a la nación
¿Qué pasa con la pandemia?
no me digan, ya le dio anemia!
¿Qué sucede con la violencia?
ah si, que estamos de benevolencia!
#PayadoresMx
#LaHermandad 
(1)",19 ago.,@KFLaProvidencia
Todo lo que tocas lo conviertes en Basura,19 ago.,@VicMac123
"Andrés Manuel, mientras tú sonríes, tu incapacidad para gobernar provoca la alza de los enfermos y muertos por covid-19, la inseguridad, el desempleo, la pobreza extrema, la corrupción, la impunidad, el desprestigio internacional y muchas calamidades más. ¡Ya vete!",19 ago.,@aracelibs
"Excelente, Señor Presidente. Bien de cerca con ellos👁👀. Nada de dejar que estos bandidos virreicitos muertos de hambre y rateros se salgan más con la suya en sus trampas e inmundicias.",19 ago.,@jaretos
